question_id,domain_id,difficulty,question_text,is_multi,option_a,option_b,option_c,option_d,option_e,correct_answer,source
499,2,hard,What should be considered when deciding to use a Secure View? (Choose two.),TRUE,No details of the query execution plan will be available in the query profiler.,Once created there is no way to determine if a view is secure or not.,Secure views do not take advantage of the same internal optimizations as standard views.,It is not possible to create secure materialized views.,The view definition of a secure view is still visible to users by way of the information schema.,"A,C",MANUAL
500,3,medium,Which of the following statements are true of Virtual Warehouses? (Choose all that apply.),TRUE,Customers can change the size of the Warehouse after creation,A Warehouse can be resized while running,A Warehouse can be configured to suspend after a period of inactivity,A Warehouse can be configured to auto-resume when new queries are submitted,,"A,B,C,D",MANUAL
501,1,hard,The information schema provides storage information for which of the following objects? (Choose two.),TRUE,Users,Databases,Internal stages,Resource monitors,Pipes,"B,C",MANUAL
502,1,medium,What is a responsibility of Snowflakeʼs virtual warehouses?,FALSE,Infrastructure management,Metadata management,Query execution,Query parsing and optimization,Management of the storage layer,C,MANUAL
503,1,easy,Which data type is supported by Snowflake data classification?,FALSE,Binary,Float,Geography,Variant,,D,MANUAL
505,2,easy,Which SQL command can be used to verify the privileges that are granted to a role?,FALSE,SHOW GRANTS ON ROLE [Role Name],SHOW ROLES [Role Name],SHOW GRANTS TO ROLE [Role Name],SHOW GRANTS FOR ROLE [Role Name],,C,MANUAL
506,3,medium,Which Query Profile result indicates that a warehouse is sized too small?,FALSE,There are a lot of filter nodes.,Bytes are spilling to external storage.,The number of processed rows is very high.,The number of partitions scanned is the same as partitions total.,,B,MANUAL
507,6,medium,What is the default Time Travel retention period?,FALSE,1 day,7 days,45 days,90 days,,A,MANUAL
508,1,hard,Which of the following are best practice recommendations that should be considered when loading data into Snowflake? (Choose two.),TRUE,Load files that are approximately 25 MB or smaller.,Remove all dates and timestamps.,Load files that are approximately 100-250 MB (or larger).,Avoid using embedded characters such as commas for numeric data types.,Remove semi-structured data types.,"C,D",MANUAL
509,1,easy,Which schema has the RESOURCE_MONITORS view?,FALSE,ACCOUNT_USAGE,READER_ACCOUNT_USAGE,INFORMATION_SCHEMA,WAREHOUSE_USAGE_SCHEMA,,A,MANUAL
510,2,medium,What is the purpose of enabling Federated Authentication on a Snowflake account?,FALSE,"Disables the ability to use key pair and basic authentication (e.g., username/password) when connecting",Allows dual Multi-Factor Authentication (MFA) when connecting to Snowflake,Forces users to connect through a secure network proxy,Allows users to connect using secure single sign-on (SSO) through an external identity provider,,D,MANUAL
511,4,medium,The PUT command: (Choose two.),TRUE,Automatically creates a File Format object,Automatically uses the last Stage created,Automatically compresses files using Gzip,Automatically encrypts files,,"C,D",MANUAL
513,6,hard,Which object types are protected by Fail-safe? (Choose two.),TRUE,Permanent Tables,Temporary Tables,External Tables,Materialized Views,Transient Tables,"A,D",MANUAL
515,2,medium,"According to Snowflake best practice recommendations, which role should be used to create databases?",FALSE,ACCOUNTADMIN,SYSADMIN,SECURITYADMIN,USERADMIN,,B,MANUAL
516,3,hard,"To add or remove search optimization for a table, a user must have which of the following privileges or roles? (Choose two.)",TRUE,The MODIFY privilege on the table,The OWNERSHIP privilege on the table,A SECURITYADMIN role,The ADD SEARCH OPTIMIZATION privilege on the schema that contains the table,The SELECT privilege on the table,"B,D",MANUAL
517,4,easy,"While using a COPY command with a Validation_mode parameter, which of the following statements will return an error?",FALSE,Statements that insert a duplicate record during a load,Statements that have a specific data type in the source,Statements that have duplicate file names,Statements that transform data during a load,,D,MANUAL
518,3,hard,When is the result set cache no longer available? (Choose two.),TRUE,When another warehouse is used to execute the query,When another user executes the query,When the underlying data has changed,When the warehouse used to execute the query is suspended,When it has been 24 hours since the last query,"C,E",MANUAL
519,4,easy,What is the recommended file sizing for data loading using Snowpipe?,FALSE,"A compressed file size greater than 100 MB, and up to 250 MB","A compressed file size greater than 100 GB, and up to 250 GB","A compressed file size greater than 10 MB, and up to 100 MB","A compressed file size greater than 1 GB, and up to 2 GB",,A,MANUAL
521,4,easy,A user unloaded a Snowflake table called mytable to an internal stage called mystage. Which command can be used to view the list of files that has been uploaded to the stage?,FALSE,list @mytable;,list @%mytable;,list @%mystage;,list @mystage;,,D,MANUAL
522,1,easy,Which type of table corresponds to a single Snowflake session?,FALSE,Temporary,Transient,Provisional,Permanent,,A,MANUAL
523,2,medium,What is a best practice after creating a custom role?,FALSE,Create the custom role using the SYSADMIN role.,Assign the custom role to the SYSADMIN role.,Assign the custom role to the PUBLIC role.,Add _CUSTOM to all custom role names.,,B,MANUAL
524,1,medium,Which is the MINIMUM required Snowflake edition that a user must have if they want to use AWS/Azure Privatelink or Google Cloud Private Service Connect?,FALSE,Standard,Premium,Enterprise,Business Critical,,D,MANUAL
525,3,easy,Which of the following query profiler variables will indicate that a virtual warehouse is not sized correctly for the query being executed?,FALSE,Bytes sent over the network,Synchronization,Initialization,Remote spillage,,D,MANUAL
526,6,hard,Which of the following Snowflake capabilities are available in all Snowflake editions? (Choose two.),TRUE,Customer-managed encryption keys through Tri-Secret Secure,Automatic encryption of all data,Up to 90 days of data recovery through Time Travel,Object-level access control,Column-level security to apply data masking policies to tables and views,"B,D",MANUAL
527,4,easy,A PUT command can be used to stage local files from which Snowflake interface?,FALSE,SnowSQL,Snowflake classic web interface (UI),Snowsight,.NET driver,,A,MANUAL
528,3,hard,Which of the following indicates that it may be appropriate to use a clustering key for a table? (Choose two.),TRUE,The table contains a column that has very low cardinality.,DML statements that are being issued against the table are blocked.,The table has a small number of micro-partitions.,Queries on the table are running slower than expected.,The clustering depth for the table is large.,"D,E",MANUAL
529,3,easy,Which cache type is used to cache data output from SQL queries?,FALSE,Metadata cache,Result cache,Remote cache,Local file cache,,B,MANUAL
530,3,easy,Which of the following describes how clustering keys work in Snowflake?,FALSE,"Clustering keys update the micro-partitions in place with a full sort, and impact the DML operations.","Clustering keys sort the designated columns over time, without blocking DML operations.","Clustering keys create a distributed, parallel data structure of pointers to a table's rows and columns.",Clustering keys establish a hashed key on each node of a virtual warehouse to optimize joins at run-time.,,B,MANUAL
531,3,hard,Which of the following operations require the use of a running virtual warehouse? (Choose two.),TRUE,Downloading data from an internal stage,Listing files in a stage,Executing a stored procedure,Altering a table,Querying data from a materialized view,"C,E",MANUAL
532,3,medium,What is used to limit the credit usage of a virtual warehouse within a Snowflake account?,FALSE,Load monitor,Resource monitor,Query Profile,Stream,,B,MANUAL
534,6,hard,What are the benefits of the replication feature in Snowflake? (Choose two.),TRUE,Disaster recovery,Time Travel,Fail-safe,Database failover and failback,Data security,"A,D",MANUAL
535,2,hard,Which of the following roles are recommended to create and manage users and roles? (Choose two.),TRUE,SYSADMIN,SECURITYADMIN,PUBLIC,ACCOUNTADMIN,USERADMIN,"B,E",MANUAL
536,3,easy,When can a newly configured virtual warehouse start running SQL queries?,FALSE,After 50% of the warehouse provisioning has completed,During the time slots defined by the ACCOUNTADMIN,When the warehouse provisioning is completed,After the warehouse replication is completed,,C,MANUAL
537,3,easy,What actions will prevent leveraging of the ResultSet cache?,FALSE,Removing a column from the query SELECT list,Stopping the virtual warehouse that the query is running against,If the result has not been reused within the last 12 hours,Executing the RESULTS_SCAN() table function,,A,MANUAL
538,1,hard,Which of the following are benefits of micro-partitioning? (Choose two.),TRUE,Micro-partitions cannot overlap in their range of values.,Micro-partitions are immutable objects that support the use of Time Travel.,Micro-partitions can reduce the amount of I/O from object storage to virtual warehouses.,Rows are automatically stored in sorted order within micro-partitions.,Micro-partitions can be defined on a schema-by-schema basis.,"B,C",MANUAL
540,3,easy,"If all virtual warehouse resources are maximized while processing a query workload, what will happen to new queries that are submitted to the warehouse?",FALSE,All queries will terminate when the resources are maximized.,The warehouse will scale out automatically,The warehouse will move to a suspended state.,New queries will be queued and executed when capacity is available.,,D,MANUAL
